time,electricity demand (W),heat demand (W),PV (W/Wp)
2025-11-23 05:00:00+01:00,98.3,1071.3824209645306,0.0
2025-11-23 06:00:00+01:00,94.11666666666666,1544.5481589299386,0.0
2025-11-23 07:00:00+01:00,99.48333333333333,1943.3592809293536,2.2551724137931037
2025-11-23 08:00:00+01:00,94.16666666666667,1825.0678464380014,70.32528735632185
2025-11-23 09:00:00+01:00,243.4,1740.5739646584645,257.30689655172415
2025-11-23 10:00:00+01:00,88.16666666666667,1656.0800828789274,380.1620689655173
2025-11-23 11:00:00+01:00,100.13333333333334,1568.2064458282089,384.2379310344828
2025-11-23 12:00:00+01:00,84.15,1514.130361489305,241.6310344827586
2025-11-23 13:00:00+01:00,82.18333333333334,1483.7125640486718,145.31149425287356
2025-11-23 14:00:00+01:00,215.88333333333333,1490.4720745910347,149.54597701149427
2025-11-23 15:00:00+01:00,135.75,1517.5101167604867,33.85862068965517
2025-11-23 16:00:00+01:00,181.61666666666667,1568.2064458282089,2.0620689655172413
2025-11-23 17:00:00+01:00,146.95,1632.4217959806572,0.0
2025-11-23 18:00:00+01:00,196.7,1696.6371461331053,0.0
2025-11-23 19:00:00+01:00,223.28333333333333,1713.5359224890128,0.0
2025-11-23 20:00:00+01:00,123.96666666666667,1706.77641194665,0.0
2025-11-23 21:00:00+01:00,123.7,1625.6622854382938,0.0
2025-11-23 22:00:00+01:00,100.28333333333333,1436.3959902521312,0.0
2025-11-23 23:00:00+01:00,92.75,1013.9265813544454,0.0
2025-11-24 00:00:00+01:00,92.15,811.1412650835565,0.0
2025-11-24 01:00:00+01:00,89.55,774.5456616398303,0.0
2025-11-24 02:00:00+01:00,91.7,794.3828157013245,0.0
2025-11-24 03:00:00+01:00,102.61666666666666,821.9189036707218,0.0
2025-11-24 04:00:00+01:00,95.01666666666667,886.9874835446539,0.0
2025-11-24 05:00:00+01:00,88.06666666666666,1085.6178852650783,0.0
2025-11-24 06:00:00+01:00,96.38333333333334,1565.070579072999,0.0
2025-11-24 07:00:00+01:00,94.58333333333333,1969.180706711104,0.0
2025-11-24 08:00:00+01:00,94.08333333333333,1849.3175332591238,16.04367816091954
2025-11-24 09:00:00+01:00,263.31666666666666,1763.7009807934237,32.97816091954023
2025-11-24 10:00:00+01:00,93.51666666666667,1678.0844283277233,180.69195402298848
2025-11-24 11:00:00+01:00,92.98333333333333,1589.0432137633952,149.78045977011496
2025-11-24 12:00:00+01:00,94.05,1534.2486201853471,173.59310344827585
2025-11-24 13:00:00+01:00,118.86666666666666,1503.4266612976949,281.24827586206897
2025-11-24 14:00:00+01:00,329.6166666666667,1510.2759854949513,173.06781609195403
2025-11-24 15:00:00+01:00,121.85,1537.6732822839754,25.724137931034484
2025-11-24 16:00:00+01:00,168.45,1589.0432137633952,2.764367816091954
2025-11-24 17:00:00+01:00,155.0,1654.1117936373273,0.0
2025-11-24 18:00:00+01:00,150.18333333333334,1719.1803735112594,0.0
2025-11-24 19:00:00+01:00,225.31666666666666,1736.3036840043997,0.0
2025-11-24 20:00:00+01:00,136.51666666666668,1729.4543598071436,0.0
