TIME     ;ta (°C);Ghoris (W/m2;Gbn (W(m2);w10 (m/s);EL (W/m2)
6473;26,8;237;383;4,1;385
6474;25,6;58;62;2,7;379
6475;24,4;1;0;1,4;372
6476;23,2;0;0;0;366
6477;23,4;0;0;1;366
6478;23,6;0;0;2,1;365
6479;23,8;0;0;3,1;364
6480;23,5;0;0;2,8;362
6481;23,3;0;0;2,4;361
6482;23;0;0;2,1;359
6483;22;0;0;2,3;354
6484;21;0;0;2,4;349
6485;20;0;0;2,6;344
6486;20,7;0;0;2,6;347
6487;21,5;12;0;2,6;351
6488;22,2;134;225;2,6;354
6489;24,1;332;446;2,8;365
6490;25,9;519;654;2,9;375
6491;27,8;662;751;3,1;385
6492;27,8;744;784;3,3;387
6493;27,8;760;865;3,4;388
6494;27,8;708;802;3,6;397
6495;27,9;595;760;3,3;396
6496;27,9;429;588;2,9;388
6497;28;232;328;2,6;387
6498;26,5;55;45;2,9;380
6499;24,9;1;0;3,3;373
6500;23,4;0;0;3,6;366
6501;23,1;0;0;2,4;364
6502;22,7;0;0;1,2;362
6503;22,4;0;0;0;360
6504;21,7;0;0;0;356
6505;21,1;0;0;0;352
6506;20,4;0;0;0;348
6507;20;0;0;0;346
6508;19,6;0;0;0;343
6509;19,2;0;0;0;341
6510;20,3;0;0;0;346
6511;21,3;12;0;0;358
6512;22,4;130;215;0;363
6513;23,1;320;408;0,7;372
6514;23,8;488;567;1,4;377
6515;24,5;598;528;2,1;385
6516;25,2;639;472;2,7;393
6517;25,9;610;374;3,4;397
6518;26,6;521;206;4,1;405
6519;26;391;126;2,7;399
6520;25,4;243;81;1,4;389
6521;24,8;107;0;0;380
6522;24,5;24;0;1;383
6523;24,3;0;0;2,1;385
6524;24;0;0;3,1;386
6525;23,9;0;0;3,1;383
6526;23,7;0;0;3,1;379
6527;23,6;0;0;3,1;374
6528;23,4;0;0;4,6;372
6529;23,2;0;0;6,2;371
6530;23;0;0;7,7;369
6531;22,7;0;0;8,2;367
6532;22,3;0;0;8,8;358
6533;22;0;0;9,3;356
6534;22,1;0;0;8,3;357
6535;22,3;12;0;7,2;357
6536;22,4;129;219;6,2;358
6537;23,6;324;438;6,2;363
6538;24,8;504;622;6,2;376
6539;26;630;675;6,2;382
6540;26,7;711;699;6;385
6541;27,5;728;705;5,9;388
6542;28,2;680;696;5,7;391
6543;27,9;570;652;6;389
6544;27,5;408;516;6,4;386
6545;27,2;217;313;6,7;383
6546;25,9;47;36;6,4;381
6547;24,1;0;0;6;370
6548;23,5;0;0;5,7;367
6549;23,1;0;0;5,2;365
6550;22,7;0;0;4,6;364
6551;22,4;0;0;4,1;358
6552;22;0;0;3,4;357
6553;21,5;0;0;2;349
6554;20,8;0;0;3,1;347
6555;20,1;0;0;2,5;344
6556;19,6;0;0;0;342
6557;19,3;0;0;2,1;341
6558;19,2;0;0;3;341
6559;22;10;0;5,1;354
6560;22,8;116;155;4,1;358
6561;24;308;384;3;365
6562;26;496;629;4,1;375
6563;26,4;638;710;4,1;380
6564;26;722;753;5,1;377
6565;26;736;788;4,1;386
6566;27;680;752;2,6;391
6567;27;567;662;7,2;388
6568;26;400;512;6,1;376
6569;25,4;206;264;6,2;372
6570;23;41;2;7,2;360
6571;23;0;0;8,2;360
6572;23,6;0;0;4,1;361
6573;23;0;0;4,1;358
6574;22;0;0;3;352
6575;23;0;0;5,1;352
6576;22;0;0;7,2;352
6577;19;0;0;0;338
6578;20,2;0;0;4,1;344
6579;21;0;0;3,6;347
6580;19;0;0;2,5;338
6581;19,6;0;0;4,1;341
6582;21;0;0;5,1;347
6583;19;9;0;3;338
6584;21,2;114;125;2,6;347
6585;23;306;388;3;356
6586;25;495;590;6,1;365
6587;25,4;640;709;4,1;367
6588;28;705;708;5,1;381
6589;27;658;494;3;376
6590;26;507;222;5,1;374
6591;25;399;148;2,5;369
6592;24;264;96;5,1;364
6593;24,6;125;12;5,1;367
6594;23;28;0;5,1;359
6595;21;0;0;8,2;349
6596;21,8;0;0;3,1;352
6597;21;0;0;3;347
6598;20;0;0;2,5;342
6599;19,4;0;0;0;341
6600;19;0;0;0;338
6601;18;0;0;0;333
6602;17,4;0;0;0;331
6603;18;0;0;0;345
6604;20;0;0;2;358
6605;20;0;0;0;367
6606;18;0;0;0;356
6607;17;6;0;0;356
6608;20,4;83;56;0;373
6609;22;200;72;0;381
6610;23;279;36;3,6;386
6611;22,6;297;42;3,1;384
6612;23;298;10;4,1;386
6613;22;263;17;5,1;381
6614;22,4;203;2;3,1;384
6615;22;168;0;4,1;385
6616;22;118;0;1,5;385
6617;19;59;0;1,5;372
6618;19;11;0;3;378
6619;18;0;0;3;372
6620;19;0;0;5,1;384
6621;18;0;0;2;367
6622;17;0;0;8,2;357
6623;18,8;0;0;6,2;361
6624;19;0;0;7,2;361
6625;19;0;0;3;361
6626;21;0;0;0;374
6627;20;0;0;0;365
6628;19,5;0;0;0;362
6629;19;0;0;2,1;355
6630;19;0;0;4,1;354
6631;17;8;0;2;345
6632;20,4;106;129;5,1;357
6633;22;289;339;5,1;367
6634;23;467;545;5,1;372
6635;23,6;605;637;6,2;374
6636;24;663;567;6,1;379
6637;24;646;512;6,6;384
6638;25,4;564;364;6,2;394
6639;26;450;295;5,1;393
6640;24;301;179;6,1;379
6641;24,6;143;76;6,2;378
6642;23,3;22;0;6,1;382
6643;22;0;0;5,1;384
6644;21,6;0;0;3,1;397
6645;21;0;0;4,1;394
6646;21;0;0;3;394
6647;21;0;0;2,6;393
6648;19;0;0;2;369
6649;20;0;0;3;366
6650;20,4;0;0;3,1;366
6651;19;0;0;2,5;353
6652;18;0;0;3;343
6653;19,4;0;0;0;343
6654;18;0;0;2,5;336
6655;18;7;0;2;343
6656;19,8;90;61;0;352
6657;22;230;153;2,5;367
6658;22;338;101;2,5;367
6659;23,2;384;93;4,1;375
6660;24;369;70;3;385
6661;24;300;14;3;389
6662;22,8;200;4;4,1;385
6663;20;197;6;2,5;370
6664;19;159;2;0;365
6665;20,6;88;0;0;369
6666;19;20;0;4,1;358
6667;19;0;0;0;354
6668;19;0;0;5,1;348
6669;18;0;0;5,1;347
6670;18;0;0;4,1;347
6671;19,4;0;0;4,1;354
6672;18;0;0;5,1;354
6673;19;0;0;3;361
6674;19;0;0;6,2;365
6675;18;0;0;6,1;359
6676;18;0;0;3;356
6677;18,2;0;0;4,1;356
6678;18;0;0;5,1;352
6679;17;5;0;4,1;341
6680;19;78;50;5,1;345
6681;21;237;181;6,1;355
6682;21;414;334;6,1;355
6683;22,2;567;509;5,1;358
6684;24;590;378;6,1;368
6685;22;532;231;6,1;358
6686;22,6;412;115;8,2;360
6687;21;313;64;8,2;363
6688;20;198;17;7,2;364
6689;20;87;0;7,7;370
6690;19;17;0;8,2;361
6691;19;0;0;7,2;358
6692;18;0;0;7,2;350
6693;18;0;0;7,7;347
6694;18,1;0;0;8,2;344
6695;18,2;0;0;6,2;340
6696;17;0;0;5,1;335
6697;17;0;0;5,1;328
6698;17,6;0;0;2,1;331
6699;17;0;0;5,1;328
6700;15;0;0;1,5;326
6701;16,4;0;0;0;333
6702;16;0;0;0;330
6703;17;5;0;0;335
6704;17;49;0;0;336
6705;19;137;3;0;350
6706;21;224;14;0;367
6707;22,2;290;18;0;377
6708;22;329;20;2,5;372
6709;23;336;20;2;371
6710;22,8;310;19;2;365
6711;23;418;224;2,5;367
6712;23;352;385;2;360
6713;21,8;178;276;2,1;355
6714;20;25;0;2;346
6715;19;0;0;2;341
6716;19,6;0;0;2,1;344
6717;19;0;0;0;341
6718;18;0;0;0;336
6719;18,8;0;0;0;340
6720;18;0;0;0;335
6721;18;0;0;0;336
6722;17,8;0;0;0;336
6723;17;0;0;0;332
6724;17;0;0;0;332
6725;17;0;0;0;331
6726;16;0;0;0;327
6727;17;7;0;0;338
6728;19;100;132;0;349
6729;22;281;355;0;369
6730;23;455;598;2,5;375
6731;23;585;616;3,1;375
6732;23;672;682;3;374
6733;23;691;753;4,6;375
6734;24;643;749;3,1;376
6735;23;527;694;4,1;370
6736;23;361;524;4,1;363
6737;22,8;171;258;4,1;364
6738;21;23;0;2;354
6739;20;0;0;0;350
6740;21;0;0;0;355
6741;20;0;0;0;350
6742;20;0;0;0;349
6743;20;0;0;0;349
6744;19;0;0;0;344
6745;19;0;0;0;350
6746;19,2;0;0;0;351
6747;21;0;0;2;364
6748;20,6;0;0;0;362
6749;20,2;0;0;2,6;360
6750;18;0;0;3;346
6751;19;6;0;3;345
6752;21;99;125;0;348
6753;22;284;378;0;354
6754;24;467;624;0;364
6755;25;606;715;4,1;370
6756;24;684;751;2,5;367
6757;25;696;749;2;372
6758;26,4;638;750;2,6;381
6759;26;491;479;2;377
6760;25;289;222;2;374
6761;25,2;105;15;4,1;371
6762;22;13;0;2,5;370
6763;22;0;0;2,5;374
6764;22;0;0;2;381
6765;22;0;0;2,5;382
6766;21;0;0;0;377
6767;21;0;0;0;377
6768;20;0;0;0;366
6769;20;0;0;0;362
6770;19,8;0;0;0;349
6771;18;0;0;0;339
6772;19;0;0;2;344
6773;20,8;0;0;4,1;353
6774;20;0;0;0;348
6775;20;6;0;6,1;348
6776;21;96;120;0;352
6777;22;280;374;3;355
6778;24;460;609;6,1;373
6779;26;594;687;7,2;385
6780;26;675;736;6,1;383
6781;26;691;749;7,2;381
6782;26,7;638;730;6,2;383
6783;26;518;646;7,2;378
6784;26;347;466;6,1;379
6785;25,2;159;202;6,2;376
6786;23;21;0;6,1;364
6787;23;0;0;7,2;358
6788;22,8;0;0;5,1;356
6789;22;0;0;5,1;352
6790;20;0;0;2;341
6791;20,4;0;0;2,6;345
6792;18;0;0;3;333
6793;18;0;0;2;333
6794;18,6;0;0;3,1;336
6795;17;0;0;0;327
6796;17;0;0;0;327
6797;16,2;0;0;0;324
6798;16,1;0;0;0;324
6799;16;6;0;0;322
6800;17,8;93;115;0;332
6801;22;263;317;0;352
6802;22;397;360;2;353
6803;24,4;442;191;2,6;366
6804;25;548;330;3;367
6805;26;598;433;3;381
6806;25;581;541;3,6;375
6807;24;448;395;2,5;371
6808;24;282;213;3;373
6809;23,4;118;59;3,1;371
6810;22;13;0;3,6;368
6811;21;0;0;3;363
6812;22;0;0;3,6;368
6813;21;0;0;0;364
6814;20;0;0;0;359
6815;21;0;0;0;363
6816;20;0;0;0;358
6817;20;0;0;2;358
6818;20,2;0;0;2,6;355
6819;19;0;0;2,5;357
6820;19;0;0;3,6;362
6821;19,8;0;0;0;375
6822;17;0;0;0;361
6823;17;3;0;0;361
6824;18;43;0;2,6;361
6825;18;114;0;3;366
6826;17;163;0;5,1;367
6827;18,6;177;0;0;384
6828;18,8;241;15;2,1;375
6829;19;285;27;4,1;371
6830;19,8;297;44;3,1;368
6831;19;241;8;3;362
6832;20;162;7;2,5;362
6833;19;74;0;2;347
6834;18;12;0;0;347
6835;17;0;0;0;343
6836;17;0;0;0;343
6837;18;0;0;2;356
6838;18;0;0;0;364
6839;16;0;0;0;378
6840;15,5;0;0;0;365
6841;15;0;0;0;353
6842;16;0;0;0;354
6843;14;0;0;0;343
6844;15;0;0;0;348
6845;16,4;0;0;2,6;356
6846;15;0;0;3,6;344
6847;15;3;0;4,1;340
6848;17;66;7;7,2;346
6849;18;200;122;4,1;350
6850;19;333;173;0;354
6851;20,4;437;206;7,2;356
6852;22;540;330;5,1;364
6853;22;591;437;4,1;363
6854;23;572;543;3;363
6855;23;426;319;3;368
6856;22;252;153;2,5;370
6857;22;94;5;2;373
6858;20;14;0;0;360
6859;20;0;0;5,1;355
6860;19;0;0;2;345
6861;18;0;0;2;340
6862;17;0;0;0;329
6863;18;0;0;3,1;335
6864;16;0;0;0;325
6865;16;0;0;0;325
6866;16;0;0;0;327
6867;16;0;0;0;325
6868;16;0;0;0;325
6869;16,4;0;0;0;328
6870;16;0;0;2;325
6871;16;5;0;2;332
6872;18,2;86;104;2,1;343
6873;20;264;358;2,5;351
6874;22;442;593;3;362
6875;21,8;579;695;2,6;360
6876;23;658;742;2;366
6877;22;670;747;2,5;361
6878;23,4;614;719;3,1;369
6879;23;493;625;4,1;368
6880;23;325;444;4,1;369
6881;22;141;180;5,1;363
6882;20;16;0;2,5;353
6883;20;0;0;2;353
6884;19,9;0;0;0;353
6885;19;0;0;0;347
6886;19;0;0;0;347
6887;19,2;0;0;0;349
6888;18;0;0;0;343
6889;17;0;0;0;332
6890;18;0;0;0;338
6891;17;0;0;0;333
6892;17;0;0;0;333
6893;17;0;0;0;333
6894;17;0;0;0;333
6895;17;3;0;0;339
6896;19,2;40;0;0;351
6897;22;184;91;0;364
6898;22;380;319;0;365
6899;24;554;606;2,1;376
6900;24;637;729;0;377
6901;24;655;750;3;369
6902;24,8;606;746;4,1;373
6903;24;492;679;5,1;369
6904;23;328;515;5,1;363
6905;23,6;143;216;5,1;367
6906;22;16;0;3;360
6907;21;0;0;2;355
6908;21,6;0;0;3,1;357
6909;20;0;0;0;349
6910;20;0;0;0;348
6911;19,2;0;0;0;343
6912;18;0;0;0;337
6913;18;0;0;0;337
6914;17,8;0;0;0;338
6915;17;0;0;0;334
6916;18;0;0;0;338
6917;17;0;0;0;334
6918;17;0;0;0;340
6919;17;3;0;0;345
6920;20;38;0;0;362
6921;21,5;170;82;0;369
6922;23;349;259;0;379
6923;24;519;489;2,6;377
6924;24;542;400;2;383
6925;25;488;201;3;387
6926;24,2;374;115;5,1;382
6927;24,2;361;204;4,8;381
6928;24,2;270;139;4,4;380
6929;24,2;126;129;4,1;379
6930;23;13;0;6,1;375
6931;21;0;0;7,7;363
6932;21;0;0;6,1;367
6933;21;0;0;7,2;367
6934;20;0;0;6,6;365
6935;20,6;0;0;7,7;367
6936;19,8;0;0;8;361
6937;19;0;0;8,2;356
6938;18,4;0;0;8,7;351
6939;18;0;0;6,1;343
6940;18;0;0;5,1;343
6941;18,2;0;0;8,7;340
6942;16;0;0;2,5;327
6943;15;4;0;2,5;322
6944;17,4;79;79;4,1;333
6945;19;256;364;3;339
6946;19;434;569;3;339
6947;21;569;687;2,1;351
6948;22;648;752;3;355
6949;22;659;757;3;355
6950;22,9;603;728;3,6;360
6951;23;481;620;4,1;361
6952;23;313;423;5,1;360
6953;21,8;130;141;5,1;357
6954;21;13;0;5,1;352
6955;20;0;0;5,1;341
6956;19;0;0;4,1;336
6957;17;0;0;0;327
6958;18;0;0;2;332
6959;17,6;0;0;2,1;331
6960;17;0;0;0;335
6961;16;0;0;0;335
6962;16,4;0;0;0;336
6963;14;0;0;0;325
6964;13;0;0;0;317
6965;13,4;0;0;0;312
6966;14;0;0;0;315
6967;13;3;0;0;317
6968;16;76;83;0;331
6969;19;250;349;0;345
6970;19;426;587;2;345
6971;21,6;561;696;2,6;358
6972;21;629;706;3;354
6973;22;621;640;3;360
6974;23,4;546;505;2,1;367
6975;22;448;484;2;360
6976;22;298;403;2,5;358
6977;21,6;126;163;2,1;358
6978;18;13;0;0;340
6979;19;0;0;4,1;345
6980;19;0;0;3,1;346
6981;18;0;0;3,6;340
6982;17;0;0;0;336
6983;17,4;0;0;0;339
6984;16;0;0;0;331
6985;15;0;0;0;327
6986;15,4;0;0;0;329
6987;15;0;0;0;327
6988;14;0;0;0;316
6989;13,8;0;0;0;315
6990;14;0;0;0;315
6991;14;3;0;0;315
6992;14,2;74;83;0;317
6993;18;248;354;0;334
6994;20;424;595;0;350
6995;21;556;694;2,1;355
6996;22;633;741;2;360
6997;22;645;746;2,5;360
6998;22,6;588;717;2,1;364
6999;22;471;632;3;361
7000;22;306;457;2,5;354
7001;21;125;175;2,1;350
7002;19;12;0;2;340
7003;19;0;0;4,1;339
7004;18;0;0;4,1;334
7005;18;0;0;0;334
7006;17;0;0;0;329
7007;16,4;0;0;0;328
7008;15,8;0;0;0;325
7009;15,2;0;0;0;322
7010;14,6;0;0;0;319
7011;15;0;0;0;320
7012;15;0;0;0;320
7013;14;0;0;0;316
7014;15;0;0;0;319
7015;15;3;0;0;319
7016;15,6;72;70;0;321
7017;19;245;300;0;336
7018;21;419;592;0;355
7019;22;551;690;2,1;361
7020;22;590;591;3;360
7021;22;520;323;5,1;360
7022;23,8;363;109;3,1;369
7023;23;269;64;2;364
7024;22;159;13;6,1;358
7025;21,2;58;0;6,2;354
7026;19;8;0;6,1;344
7027;18;0;0;5,1;340
7028;19,2;0;0;3,1;346
7029;18;0;0;2;337
7030;17;0;0;2;325
7031;15,4;0;0;0;320
7032;15;0;0;0;316
7033;15,7;0;0;1,3;323
7034;16,4;0;0;2,6;326
7035;16;0;0;2,5;324
7036;16;0;0;5,1;324
7037;17,2;0;0;6,2;328
7038;16;0;0;6,1;322
7039;16;2;0;4,1;330
7040;17,2;67;60;3,1;336
7041;18;235;314;6,1;339
7042;21;410;506;6,1;354
7043;20,6;550;650;8,2;348
7044;22;626;744;8,7;356
7045;22;638;753;9,2;355
7046;21,2;584;733;8,2;348
7047;22;468;642;8,2;352
7048;21;304;454;4,1;336
7049;21;121;150;4,1;336
7050;18;11;0;7,2;323
7051;17;0;0;6,1;318
7052;17,6;0;0;5,1;324
7053;16;0;0;6,1;314
7054;16;0;0;5,1;314
7055;16,4;0;0;5,1;319
7056;15;0;0;4,1;310
7057;14;0;0;5,1;306
7058;15,2;0;0;6,2;316
7059;14;0;0;3;306
7060;14;0;0;4,1;306
7061;15,2;0;0;4,1;316
7062;14;0;0;5,1;306
7063;13;2;0;3;307
7064;15,6;66;60;4,1;325
7065;17;238;293;3;331
7066;19;413;562;6,1;335
7067;19,8;549;699;5,1;339
7068;22;626;764;5,1;349
7069;22;637;769;5,1;349
7070;22,6;583;749;4,1;349
7071;23;464;646;3;350
7072;22;296;436;5,1;349
7073;20,2;116;139;5,1;341
7074;17;10;0;6,1;326
7075;17;0;0;6,1;326
7076;17,8;0;0;5,1;330
7077;16;0;0;2;322
7078;16;0;0;0;321
7079;13;0;0;0;307
7080;13;0;0;0;308
7081;13;0;0;0;307
7082;13;0;0;0;307
7083;12;0;0;0;302
7084;13;0;0;0;308
7085;12,2;0;0;0;306
7086;14;0;0;1,5;321
7087;14;2;0;0;324
7088;14,6;30;0;0;329
7089;18;163;106;0;345
7090;19;352;281;1,5;345
7091;20;521;573;0;343
7092;20;550;474;2;342
7093;21;488;278;2;347
7094;21,8;354;109;1,5;351
7095;21;260;63;2;347
7096;21;151;12;0;347
7097;20,2;52;0;4,1;344
7098;19;6;0;4,1;343
7099;17;0;0;0;328
7100;16,8;0;0;0;329
7101;16;0;0;0;324
7102;16;0;0;0;324
7103;16;0;0;0;324
7104;15;0;0;0;319
7105;15;0;0;0;319
7106;14;0;0;0;316
7107;13;0;0;0;312
7108;15;0;0;3;320
7109;14,6;0;0;0;319
7110;14;0;0;0;315
7111;13;2;0;0;311
7112;14;62;61;0;316
7113;17;229;326;0;331
7114;19;400;571;0;340
7115;21;531;684;2,1;349
7116;21;596;693;2,5;349
7117;22;589;619;1,5;355
7118;23;514;487;2,1;360
7119;21;361;264;3;350
7120;22;188;83;5,1;353
7121;20;51;0;4,1;343
7122;19;4;0;4,1;339
7123;19;0;0;3;340
7124;19,8;0;0;1,5;344
7125;18;0;0;0;335
7126;18;0;0;0;336
7127;17,4;0;0;0;336
7128;17;0;0;0;331
7129;17;0;0;0;331
7130;16,8;0;0;0;331
7131;16;0;0;2;327
7132;16;0;0;1,5;327
7133;15,4;0;0;0;324
7134;15;0;0;0;323
7135;15;1;0;0;323
7136;15,8;57;44;0;327
7137;18;209;259;0;337
7138;19;352;383;2;348
7139;21,4;442;346;0;361
7140;21,7;468;288;1,5;362
7141;22;431;162;2,5;363
7142;22,4;345;94;3,1;365
7143;22,2;252;34;3;364
7144;22;146;10;3;363
7145;21,4;49;0;4,1;360
7146;19;6;0;0;347
7147;18;0;0;0;335
7148;17,6;0;0;0;334
7149;17;0;0;0;331
7150;17;0;0;0;331
7151;17,2;0;0;0;332
7152;16;0;0;0;326
7153;16;0;0;0;326
7154;15,2;0;0;0;323
7155;15;0;0;0;322
7156;15;0;0;0;322
7157;15,8;0;0;0;326
7158;15;0;0;0;322
7159;15;1;0;2;328
7160;16,8;56;49;2,1;336
7161;19;219;308;0;346
7162;20;386;534;0;352
7163;21,6;514;657;3,1;361
7164;21;585;688;3;357
7165;22;591;677;2,5;363
7166;23,2;533;597;3,1;369
7167;22;389;368;5,1;362
7168;21;212;158;5,1;357
7169;20,2;62;0;7,7;351
7170;19;4;0;6,1;347
7171;18;0;0;6,1;343
7172;18,6;0;0;7,2;345
7173;18;0;0;7,2;343
7174;17;0;0;6,1;336
7175;18;0;0;3,1;341
7176;17;0;0;2,5;336
7177;17;0;0;4,1;336
7178;18;0;0;4,1;340
7179;17;0;0;5,1;335
7180;17;0;0;3;335
7181;17,6;0;0;4,1;338
7182;17;0;0;6,1;335
7183;17;1;0;3;335
7184;17;34;0;6,1;335
7185;18;134;18;5,1;345
7186;21;240;78;0;366
7187;20,2;322;62;2,1;365
7188;22;341;77;3;374
7189;21;317;25;3;369
7190;21;259;41;3,1;370
7191;21;227;24;3;366
7192;20;155;10;6,1;355
7193;19,4;60;0;6,2;348
7194;18;6;0;6,1;340
7195;18;0;0;7,7;340
7196;17,6;0;0;7,2;337
7197;17;0;0;5,1;335
7198;16;0;0;2,5;324
7199;16,4;0;0;0;329
7200;16;0;0;5,1;323
7201;16;0;0;4,1;323
7202;16,8;0;0;3,1;327
7203;16,4;0;0;3;325
7204;16;0;0;5,1;324
7205;16,4;0;0;7,2;324
7206;16;0;0;9,2;323
7207;16;1;0;8,2;329
7208;17;52;36;8,2;333
7209;17;213;267;5,1;334
7210;18;383;504;6,1;337
7211;19,6;516;673;8,2;343
7212;22;580;697;5,1;356
7213;22;573;607;4,1;349
7214;20,6;501;507;9,3;340
7215;20;361;308;9,2;339
7216;19;198;127;5,1;334
7217;18,8;58;0;9,3;333
7218;17;5;0;9,2;326
7219;17;0;0;8,2;325
7220;18;0;0;7,7;330
7221;17;0;0;6,6;331
7222;16;0;0;5,1;332
7223;17,4;0;0;7,2;338
7224;17;0;0;8,2;338
7225;17;0;0;5,1;338
7226;17,2;0;0;9,3;333
7227;16;0;0;10,2;339
7228;16;0;0;9,2;344
7229;17;0;0;9,3;350
7230;15;0;0;5,1;341
7231;15;0;0;5,1;337
7232;16;37;0;7,7;337
7233;17;171;158;6,1;340
7234;17;331;324;7,2;337
7235;17,8;471;482;8,7;337
7236;19;540;576;6,1;343
7237;21;548;578;5,1;354
7238;19,4;498;548;8,7;339
7239;19;390;449;8,2;342
7240;18;241;304;10,2;338
7241;16,8;84;71;7,2;332
7242;16;5;0;7,7;335
7243;15;0;0;5,1;336
7244;16,4;0;0;9,3;347
7245;16;0;0;7,2;347
7246;15;0;0;7,2;338
7247;16;0;0;9,3;340
7248;15;0;0;8,2;333
7249;15;0;0;7,2;330
7250;15,8;0;0;12,9;329
7251;15;0;0;7,7;326
7252;15;0;0;4,1;326
7253;16;0;0;9,3;327
7254;15;0;0;5,1;330
7255;15;0;0;6,1;335
7256;15,4;29;0;8,2;345
7257;16;145;81;5,1;349
7258;17;292;204;5,1;349
7259;17,6;427;338;8,7;348
7260;18;432;189;5,1;353
7261;18;367;117;6,1;358
7262;17,6;254;13;9,3;369
7263;18;278;119;8,2;356
7264;18;209;167;7,2;348
7265;17,2;80;55;12,3;342
7266;16;5;0;6,1;335
7267;16;0;0;8,2;331
7268;16,4;0;0;10,3;328
7269;15;0;0;6,1;321
7270;15;0;0;7,2;321
7271;15,8;0;0;11,3;326
7272;15;0;0;7,2;327
7273;14;0;0;8,2;321
7274;15;0;0;7,7;326
7275;14;0;0;9,2;321
7276;14;0;0;8,2;322
7277;14,6;0;0;9,3;319
7278;14;0;0;7,7;321
7279;13;0;0;8,2;320
7280;15;41;10;7,7;331
7281;16;190;210;6,1;333
7282;17;354;435;5,1;334
7283;18;488;589;9,3;333
7284;19;567;681;6,1;338
7285;19;583;730;7,2;338
7286;19,2;531;701;9,3;338
7287;19;414;595;6,1;338
7288;18;254;412;5,1;333
7289;17,2;85;92;8,7;329
7290;17;5;0;6,1;329
7291;14,2;0;0;6,1;310
7292;14,1;0;0;5,1;310
7293;13,8;0;0;4,1;308
7294;13,4;0;0;4,1;307
7295;13;0;0;0;306
7296;12,5;0;0;5,1;304
7297;12,3;0;0;5,1;324
7298;12,2;0;0;8,7;324
7299;12,3;0;0;7,2;321
7300;12,4;0;0;3,1;319
7301;12,4;0;0;9,3;313
7302;12,3;0;0;5,1;316
7303;13;0;0;7,2;321
7304;13,6;24;0;10,3;324
7305;13;114;13;6,2;326
7306;13,1;221;70;7,7;328
7307;13,2;319;112;10,3;329
7308;15;364;147;7,7;338
7309;16;371;148;7,7;339
7310;15;337;80;12,9;333
7311;15;246;75;9,3;333
7312;14;141;17;9,3;331
7313;14,2;44;0;9,3;332
7314;13;2;0;8,8;330
7315;13;0;0;7,2;330
7316;13,4;0;0;10,3;334
7317;13;0;0;7,2;333
7318;13;0;0;10,3;333
7319;13,8;0;0;12,9;337
7320;13;0;0;9,3;333
7321;13;0;0;8,2;333
7322;13,4;0;0;12,3;337
7323;13;0;0;6,2;334
7324;13;0;0;7,7;334
7325;14,4;0;0;12,9;339
7326;13;0;0;7,2;333
7327;13;0;0;9,3;334
7328;14,2;14;0;11,3;340
7329;14;76;0;7,2;339
7330;14;159;2;6,2;339
7331;15,4;241;8;10,8;345
7332;16;243;8;7,2;353
7333;16;213;4;6,2;353
7334;15,6;161;0;9,3;359
7335;15;152;0;7,2;356
7336;13;110;0;6,2;347
7337;14,4;43;0;5,1;353
7338;13;2;0;9,3;346
7339;13;0;0;4,1;356
7340;14,2;0;0;8,2;363
7341;13;0;0;6,2;357
7342;13;0;0;7,2;347
7343;14,6;0;0;8,2;354
7344;14;0;0;9,3;351
7345;14;0;0;6,2;351
7346;14,8;0;0;8,2;356
7347;14;0;0;7,2;351
7348;14;0;0;1,5;351
7349;14,6;0;0;5,1;355
7350;14;0;0;6,2;352
7351;14;0;0;6,2;362
7352;14,8;14;0;3,1;368
7353;13;63;0;2,6;358
7354;12;113;0;4,1;353
7355;12,8;151;0;2,1;357
7356;12;173;1;3,1;344
7357;12;176;1;5,1;337
7358;13;159;0;3,6;336
7359;12;125;0;2,6;331
7360;12;78;0;4,1;331
7361;13;26;0;4,1;337
7362;12;1;0;4,1;335
7363;12;0;0;4,1;335
7364;13,6;0;0;2,6;350
7365;12;0;0;2,1;343
7366;12;0;0;3,1;343
7367;12,6;0;0;0;347
7368;12;0;0;5,1;343
7369;12;0;0;4,1;343
7370;13;0;0;3,1;347
7371;12;0;0;3,1;335
7372;12;0;0;3,6;335
7373;13;0;0;2,6;335
7374;12;0;0;0;330
7375;12;0;0;2,6;330
7376;13,8;20;0;4,1;334
7377;13;97;1;4,1;330
7378;14;176;11;4,1;334
7379;15,2;236;29;6,2;341
7380;15,4;270;43;0;342
7381;14;320;65;5,1;334
7382;16,4;326;112;4,1;347
7383;16;237;73;4,1;345
7384;16,1;134;15;3,1;344
7385;16,2;40;0;4,1;344
7386;15;2;0;2,1;340
7387;14;0;0;0;333
7388;15,4;0;0;0;339
7389;14;0;0;2,1;334
7390;14;0;0;2,6;339
7391;14,6;0;0;0;343
7392;13;0;0;0;328
7393;13;0;0;0;323
7394;13,6;0;0;0;319
7395;13;0;0;0;321
7396;13;0;0;0;327
7397;13,6;0;0;0;332
7398;13;0;0;3,6;326
7399;12;0;0;0;315
7400;13,8;30;0;0;320
7401;16;163;208;0;329
7402;17;318;376;0;334
7403;18;452;540;2,1;338
7404;19;505;529;2,1;349
7405;20;499;490;2,1;353
7406;21;437;419;2,1;358
7407;20;330;343;3,1;355
7408;19,4;195;193;1,5;352
7409;18,8;61;45;0;349
7410;16;3;0;0;335
7411;16;0;0;0;335
